,week,cases,year,maxt,mint,rain,soil,rh,mintl0,mintl1,mintl2,mintl3,mintl4,mintl5,mintl6,mintl7,mintl8,mintl9,rainl0,rainl1,rainl2,rainl3,rainl4,rainl5,rainl6,rainl7,rainl8,rainl9,maxtl0,maxtl1,maxtl2,maxtl3,maxtl4,maxtl5,maxtl6,maxtl7,maxtl8,maxtl9,soill0,soill1,soill2,soill3,soill4,soill5,soill6,soill7,soill8,soill9,rhl0,rhl1,rhl2,rhl3,rhl4,rhl5,rhl6,rhl7,rhl8,rhl9
328,16,0,2016,37.55103114,25.06184101,5.527397186,25.97149406,60.67214005,25.06184101,24.56614139,23.32008845,21.96992634,20.67870408,20.04714283,19.89369666,18.6663181,18.41250375,17.52405006,5.527397186,2.335,10.96573529,9.05317029,4.613815789,1.743421053,2.444032922,3.766470588,18.76015625,0.983333333,37.55103114,38.91287185,34.8378352,34.09189972,34.18964669,32.37142819,33.21072179,30.45789396,31.29035337,30.09085439,25.97149406,28.23740141,31.57088621,27.77733699,24.9709545,26.29613442,33.56082616,42.59883413,30.66358356,35.08756841,60.67214005,46.00478924,66.13895934,66.15446519,56.826967,57.95012143,61.86584546,67.8551602,62.3835191,68.67704235
329,17,0,2016,38.93189969,25.49568474,2.722916666,25.62155488,56.36699407,25.49568474,25.06184101,24.56614139,23.32008845,21.96992634,20.67870408,20.04714283,19.89369666,18.6663181,18.41250375,2.722916666,5.527397186,2.335,10.96573529,9.05317029,4.613815789,1.743421053,2.444032922,3.766470588,18.76015625,38.93189969,37.55103114,38.91287185,34.8378352,34.09189972,34.18964669,32.37142819,33.21072179,30.45789396,31.29035337,25.62155488,25.97149406,28.23740141,31.57088621,27.77733699,24.9709545,26.29613442,33.56082616,42.59883413,30.66358356,56.36699407,60.67214005,46.00478924,66.13895934,66.15446519,56.826967,57.95012143,61.86584546,67.8551602,62.3835191
330,18,0,2016,36.86466868,24.32120771,7.79740566,31.84006102,61.09783589,24.32120771,25.49568474,25.06184101,24.56614139,23.32008845,21.96992634,20.67870408,20.04714283,19.89369666,18.6663181,7.79740566,2.722916666,5.527397186,2.335,10.96573529,9.05317029,4.613815789,1.743421053,2.444032922,3.766470588,36.86466868,38.93189969,37.55103114,38.91287185,34.8378352,34.09189972,34.18964669,32.37142819,33.21072179,30.45789396,31.84006102,25.62155488,25.97149406,28.23740141,31.57088621,27.77733699,24.9709545,26.29613442,33.56082616,42.59883413,61.09783589,56.36699407,60.67214005,46.00478924,66.13895934,66.15446519,56.826967,57.95012143,61.86584546,67.8551602
331,19,0,2016,35.95565534,24.1184978,12.39405405,41.21220793,66.36002332,24.1184978,24.32120771,25.49568474,25.06184101,24.56614139,23.32008845,21.96992634,20.67870408,20.04714283,19.89369666,12.39405405,7.79740566,2.722916666,5.527397186,2.335,10.96573529,9.05317029,4.613815789,1.743421053,2.444032922,35.95565534,36.86466868,38.93189969,37.55103114,38.91287185,34.8378352,34.09189972,34.18964669,32.37142819,33.21072179,41.21220793,31.84006102,25.62155488,25.97149406,28.23740141,31.57088621,27.77733699,24.9709545,26.29613442,33.56082616,66.36002332,61.09783589,56.36699407,60.67214005,46.00478924,66.13895934,66.15446519,56.826967,57.95012143,61.86584546
332,20,0,2016,34.65826192,24.64400606,8.444418704,56.06270502,70.1714416,24.64400606,24.1184978,24.32120771,25.49568474,25.06184101,24.56614139,23.32008845,21.96992634,20.67870408,20.04714283,8.444418704,12.39405405,7.79740566,2.722916666,5.527397186,2.335,10.96573529,9.05317029,4.613815789,1.743421053,34.65826192,35.95565534,36.86466868,38.93189969,37.55103114,38.91287185,34.8378352,34.09189972,34.18964669,32.37142819,56.06270502,41.21220793,31.84006102,25.62155488,25.97149406,28.23740141,31.57088621,27.77733699,24.9709545,26.29613442,70.1714416,66.36002332,61.09783589,56.36699407,60.67214005,46.00478924,66.13895934,66.15446519,56.826967,57.95012143
333,21,0,2016,33.95116361,24.25586173,7.786876877,57.51232462,75.00735466,24.25586173,24.64400606,24.1184978,24.32120771,25.49568474,25.06184101,24.56614139,23.32008845,21.96992634,20.67870408,7.786876877,8.444418704,12.39405405,7.79740566,2.722916666,5.527397186,2.335,10.96573529,9.05317029,4.613815789,33.95116361,34.65826192,35.95565534,36.86466868,38.93189969,37.55103114,38.91287185,34.8378352,34.09189972,34.18964669,57.51232462,56.06270502,41.21220793,31.84006102,25.62155488,25.97149406,28.23740141,31.57088621,27.77733699,24.9709545,75.00735466,70.1714416,66.36002332,61.09783589,56.36699407,60.67214005,46.00478924,66.13895934,66.15446519,56.826967
334,22,0,2016,33.99240071,24.2572459,10.44561991,62.97972542,72.34604098,24.2572459,24.25586173,24.64400606,24.1184978,24.32120771,25.49568474,25.06184101,24.56614139,23.32008845,21.96992634,10.44561991,7.786876877,8.444418704,12.39405405,7.79740566,2.722916666,5.527397186,2.335,10.96573529,9.05317029,33.99240071,33.95116361,34.65826192,35.95565534,36.86466868,38.93189969,37.55103114,38.91287185,34.8378352,34.09189972,62.97972542,57.51232462,56.06270502,41.21220793,31.84006102,25.62155488,25.97149406,28.23740141,31.57088621,27.77733699,72.34604098,75.00735466,70.1714416,66.36002332,61.09783589,56.36699407,60.67214005,46.00478924,66.13895934,66.15446519
335,23,0,2016,34.85544899,25.70812937,8.362445483,52.60955807,74.68239171,25.70812937,24.2572459,24.25586173,24.64400606,24.1184978,24.32120771,25.49568474,25.06184101,24.56614139,23.32008845,8.362445483,10.44561991,7.786876877,8.444418704,12.39405405,7.79740566,2.722916666,5.527397186,2.335,10.96573529,34.85544899,33.99240071,33.95116361,34.65826192,35.95565534,36.86466868,38.93189969,37.55103114,38.91287185,34.8378352,52.60955807,62.97972542,57.51232462,56.06270502,41.21220793,31.84006102,25.62155488,25.97149406,28.23740141,31.57088621,74.68239171,72.34604098,75.00735466,70.1714416,66.36002332,61.09783589,56.36699407,60.67214005,46.00478924,66.13895934
336,24,0,2016,34.35972032,25.31432983,19.53780352,66.21843544,74.00077362,25.31432983,25.70812937,24.2572459,24.25586173,24.64400606,24.1184978,24.32120771,25.49568474,25.06184101,24.56614139,19.53780352,8.362445483,10.44561991,7.786876877,8.444418704,12.39405405,7.79740566,2.722916666,5.527397186,2.335,34.35972032,34.85544899,33.99240071,33.95116361,34.65826192,35.95565534,36.86466868,38.93189969,37.55103114,38.91287185,66.21843544,52.60955807,62.97972542,57.51232462,56.06270502,41.21220793,31.84006102,25.62155488,25.97149406,28.23740141,74.00077362,74.68239171,72.34604098,75.00735466,70.1714416,66.36002332,61.09783589,56.36699407,60.67214005,46.00478924
337,25,0,2016,33.06496325,25.31072175,14.65929858,77.78836054,81.71161646,25.31072175,25.31432983,25.70812937,24.2572459,24.25586173,24.64400606,24.1184978,24.32120771,25.49568474,25.06184101,14.65929858,19.53780352,8.362445483,10.44561991,7.786876877,8.444418704,12.39405405,7.79740566,2.722916666,5.527397186,33.06496325,34.35972032,34.85544899,33.99240071,33.95116361,34.65826192,35.95565534,36.86466868,38.93189969,37.55103114,77.78836054,66.21843544,52.60955807,62.97972542,57.51232462,56.06270502,41.21220793,31.84006102,25.62155488,25.97149406,81.71161646,74.00077362,74.68239171,72.34604098,75.00735466,70.1714416,66.36002332,61.09783589,56.36699407,60.67214005
338,26,0,2016,34.11487465,26.10458029,10.34018233,71.14533755,79.86637086,26.10458029,25.31072175,25.31432983,25.70812937,24.2572459,24.25586173,24.64400606,24.1184978,24.32120771,25.49568474,10.34018233,14.65929858,19.53780352,8.362445483,10.44561991,7.786876877,8.444418704,12.39405405,7.79740566,2.722916666,34.11487465,33.06496325,34.35972032,34.85544899,33.99240071,33.95116361,34.65826192,35.95565534,36.86466868,38.93189969,71.14533755,77.78836054,66.21843544,52.60955807,62.97972542,57.51232462,56.06270502,41.21220793,31.84006102,25.62155488,79.86637086,81.71161646,74.00077362,74.68239171,72.34604098,75.00735466,70.1714416,66.36002332,61.09783589,56.36699407
339,27,0,2016,31.19674529,25.36627384,19.69509867,80.70753811,90.11173527,25.36627384,26.10458029,25.31072175,25.31432983,25.70812937,24.2572459,24.25586173,24.64400606,24.1184978,24.32120771,19.69509867,10.34018233,14.65929858,19.53780352,8.362445483,10.44561991,7.786876877,8.444418704,12.39405405,7.79740566,31.19674529,34.11487465,33.06496325,34.35972032,34.85544899,33.99240071,33.95116361,34.65826192,35.95565534,36.86466868,80.70753811,71.14533755,77.78836054,66.21843544,52.60955807,62.97972542,57.51232462,56.06270502,41.21220793,31.84006102,90.11173527,79.86637086,81.71161646,74.00077362,74.68239171,72.34604098,75.00735466,70.1714416,66.36002332,61.09783589
340,28,1109,2016,32.50789391,25.6406923,9.816921922,79.16333354,86.99894073,25.6406923,25.36627384,26.10458029,25.31072175,25.31432983,25.70812937,24.2572459,24.25586173,24.64400606,24.1184978,9.816921922,19.69509867,10.34018233,14.65929858,19.53780352,8.362445483,10.44561991,7.786876877,8.444418704,12.39405405,32.50789391,31.19674529,34.11487465,33.06496325,34.35972032,34.85544899,33.99240071,33.95116361,34.65826192,35.95565534,79.16333354,80.70753811,71.14533755,77.78836054,66.21843544,52.60955807,62.97972542,57.51232462,56.06270502,41.21220793,86.99894073,90.11173527,79.86637086,81.71161646,74.00077362,74.68239171,72.34604098,75.00735466,70.1714416,66.36002332
341,29,0,2016,31.66346105,25.32307801,16.69939511,70.32615619,89.05102665,25.32307801,25.6406923,25.36627384,26.10458029,25.31072175,25.31432983,25.70812937,24.2572459,24.25586173,24.64400606,16.69939511,9.816921922,19.69509867,10.34018233,14.65929858,19.53780352,8.362445483,10.44561991,7.786876877,8.444418704,31.66346105,32.50789391,31.19674529,34.11487465,33.06496325,34.35972032,34.85544899,33.99240071,33.95116361,34.65826192,70.32615619,79.16333354,80.70753811,71.14533755,77.78836054,66.21843544,52.60955807,62.97972542,57.51232462,56.06270502,89.05102665,86.99894073,90.11173527,79.86637086,81.71161646,74.00077362,74.68239171,72.34604098,75.00735466,70.1714416
342,30,1491,2016,31.40001464,25.09749642,21.54733376,60.73029701,88.90595651,25.09749642,25.32307801,25.6406923,25.36627384,26.10458029,25.31072175,25.31432983,25.70812937,24.2572459,24.25586173,21.54733376,16.69939511,9.816921922,19.69509867,10.34018233,14.65929858,19.53780352,8.362445483,10.44561991,7.786876877,31.40001464,31.66346105,32.50789391,31.19674529,34.11487465,33.06496325,34.35972032,34.85544899,33.99240071,33.95116361,60.73029701,70.32615619,79.16333354,80.70753811,71.14533755,77.78836054,66.21843544,52.60955807,62.97972542,57.51232462,88.90595651,89.05102665,86.99894073,90.11173527,79.86637086,81.71161646,74.00077362,74.68239171,72.34604098,75.00735466
343,31,0,2016,32.73899826,25.3321503,11.30651652,54.25729892,86.72085468,25.3321503,25.09749642,25.32307801,25.6406923,25.36627384,26.10458029,25.31072175,25.31432983,25.70812937,24.2572459,11.30651652,21.54733376,16.69939511,9.816921922,19.69509867,10.34018233,14.65929858,19.53780352,8.362445483,10.44561991,32.73899826,31.40001464,31.66346105,32.50789391,31.19674529,34.11487465,33.06496325,34.35972032,34.85544899,33.99240071,54.25729892,60.73029701,70.32615619,79.16333354,80.70753811,71.14533755,77.78836054,66.21843544,52.60955807,62.97972542,86.72085468,88.90595651,89.05102665,86.99894073,90.11173527,79.86637086,81.71161646,74.00077362,74.68239171,72.34604098
344,32,0,2016,31.33964659,25.09265084,17.45470399,52.39318854,89.24357589,25.09265084,25.3321503,25.09749642,25.32307801,25.6406923,25.36627384,26.10458029,25.31072175,25.31432983,25.70812937,17.45470399,11.30651652,21.54733376,16.69939511,9.816921922,19.69509867,10.34018233,14.65929858,19.53780352,8.362445483,31.33964659,32.73899826,31.40001464,31.66346105,32.50789391,31.19674529,34.11487465,33.06496325,34.35972032,34.85544899,52.39318854,54.25729892,60.73029701,70.32615619,79.16333354,80.70753811,71.14533755,77.78836054,66.21843544,52.60955807,89.24357589,86.72085468,88.90595651,89.05102665,86.99894073,90.11173527,79.86637086,81.71161646,74.00077362,74.68239171
345,33,366,2016,32.57238589,25.53488949,11.29480695,49.83730085,86.36464401,25.53488949,25.09265084,25.3321503,25.09749642,25.32307801,25.6406923,25.36627384,26.10458029,25.31072175,25.31432983,11.29480695,17.45470399,11.30651652,21.54733376,16.69939511,9.816921922,19.69509867,10.34018233,14.65929858,19.53780352,32.57238589,31.33964659,32.73899826,31.40001464,31.66346105,32.50789391,31.19674529,34.11487465,33.06496325,34.35972032,49.83730085,52.39318854,54.25729892,60.73029701,70.32615619,79.16333354,80.70753811,71.14533755,77.78836054,66.21843544,86.36464401,89.24357589,86.72085468,88.90595651,89.05102665,86.99894073,90.11173527,79.86637086,81.71161646,74.00077362
346,34,124,2016,32.70848317,25.37908688,27.24954097,51.86576138,84.52207991,25.37908688,25.53488949,25.09265084,25.3321503,25.09749642,25.32307801,25.6406923,25.36627384,26.10458029,25.31072175,27.24954097,11.29480695,17.45470399,11.30651652,21.54733376,16.69939511,9.816921922,19.69509867,10.34018233,14.65929858,32.70848317,32.57238589,31.33964659,32.73899826,31.40001464,31.66346105,32.50789391,31.19674529,34.11487465,33.06496325,51.86576138,49.83730085,52.39318854,54.25729892,60.73029701,70.32615619,79.16333354,80.70753811,71.14533755,77.78836054,84.52207991,86.36464401,89.24357589,86.72085468,88.90595651,89.05102665,86.99894073,90.11173527,79.86637086,81.71161646
347,35,95,2016,33.81360817,25.84983801,8.450645646,55.37133455,83.18709485,25.84983801,25.37908688,25.53488949,25.09265084,25.3321503,25.09749642,25.32307801,25.6406923,25.36627384,26.10458029,8.450645646,27.24954097,11.29480695,17.45470399,11.30651652,21.54733376,16.69939511,9.816921922,19.69509867,10.34018233,33.81360817,32.70848317,32.57238589,31.33964659,32.73899826,31.40001464,31.66346105,32.50789391,31.19674529,34.11487465,55.37133455,51.86576138,49.83730085,52.39318854,54.25729892,60.73029701,70.32615619,79.16333354,80.70753811,71.14533755,83.18709485,84.52207991,86.36464401,89.24357589,86.72085468,88.90595651,89.05102665,86.99894073,90.11173527,79.86637086
348,36,3069,2016,31.13161998,24.94033877,18.25646075,67.72295031,89.09807616,24.94033877,25.84983801,25.37908688,25.53488949,25.09265084,25.3321503,25.09749642,25.32307801,25.6406923,25.36627384,18.25646075,8.450645646,27.24954097,11.29480695,17.45470399,11.30651652,21.54733376,16.69939511,9.816921922,19.69509867,31.13161998,33.81360817,32.70848317,32.57238589,31.33964659,32.73899826,31.40001464,31.66346105,32.50789391,31.19674529,67.72295031,55.37133455,51.86576138,49.83730085,52.39318854,54.25729892,60.73029701,70.32615619,79.16333354,80.70753811,89.09807616,83.18709485,84.52207991,86.36464401,89.24357589,86.72085468,88.90595651,89.05102665,86.99894073,90.11173527
349,37,328,2016,32.26849759,25.37416794,8.964890605,67.15008269,87.15136873,25.37416794,24.94033877,25.84983801,25.37908688,25.53488949,25.09265084,25.3321503,25.09749642,25.32307801,25.6406923,8.964890605,18.25646075,8.450645646,27.24954097,11.29480695,17.45470399,11.30651652,21.54733376,16.69939511,9.816921922,32.26849759,31.13161998,33.81360817,32.70848317,32.57238589,31.33964659,32.73899826,31.40001464,31.66346105,32.50789391,67.15008269,67.72295031,55.37133455,51.86576138,49.83730085,52.39318854,54.25729892,60.73029701,70.32615619,79.16333354,87.15136873,89.09807616,83.18709485,84.52207991,86.36464401,89.24357589,86.72085468,88.90595651,89.05102665,86.99894073
350,38,281,2016,32.84390263,25.31110462,13.56191549,67.83348605,86.28467258,25.31110462,25.37416794,24.94033877,25.84983801,25.37908688,25.53488949,25.09265084,25.3321503,25.09749642,25.32307801,13.56191549,8.964890605,18.25646075,8.450645646,27.24954097,11.29480695,17.45470399,11.30651652,21.54733376,16.69939511,32.84390263,32.26849759,31.13161998,33.81360817,32.70848317,32.57238589,31.33964659,32.73899826,31.40001464,31.66346105,67.83348605,67.15008269,67.72295031,55.37133455,51.86576138,49.83730085,52.39318854,54.25729892,60.73029701,70.32615619,86.28467258,87.15136873,89.09807616,83.18709485,84.52207991,86.36464401,89.24357589,86.72085468,88.90595651,89.05102665
351,39,149,2016,31.67662754,24.62170841,13.60681682,72.05812427,88.29222912,24.62170841,25.31110462,25.37416794,24.94033877,25.84983801,25.37908688,25.53488949,25.09265084,25.3321503,25.09749642,13.60681682,13.56191549,8.964890605,18.25646075,8.450645646,27.24954097,11.29480695,17.45470399,11.30651652,21.54733376,31.67662754,32.84390263,32.26849759,31.13161998,33.81360817,32.70848317,32.57238589,31.33964659,32.73899826,31.40001464,72.05812427,67.83348605,67.15008269,67.72295031,55.37133455,51.86576138,49.83730085,52.39318854,54.25729892,60.73029701,88.29222912,86.28467258,87.15136873,89.09807616,83.18709485,84.52207991,86.36464401,89.24357589,86.72085468,88.90595651
352,40,0,2016,33.40151687,25.08026514,7.024227273,68.54851728,84.15019283,25.08026514,24.62170841,25.31110462,25.37416794,24.94033877,25.84983801,25.37908688,25.53488949,25.09265084,25.3321503,7.024227273,13.60681682,13.56191549,8.964890605,18.25646075,8.450645646,27.24954097,11.29480695,17.45470399,11.30651652,33.40151687,31.67662754,32.84390263,32.26849759,31.13161998,33.81360817,32.70848317,32.57238589,31.33964659,32.73899826,68.54851728,72.05812427,67.83348605,67.15008269,67.72295031,55.37133455,51.86576138,49.83730085,52.39318854,54.25729892,84.15019283,88.29222912,86.28467258,87.15136873,89.09807616,83.18709485,84.52207991,86.36464401,89.24357589,86.72085468
353,41,0,2016,31.46534617,23.91465405,11.21897469,75.48224672,86.47497386,23.91465405,25.08026514,24.62170841,25.31110462,25.37416794,24.94033877,25.84983801,25.37908688,25.53488949,25.09265084,11.21897469,7.024227273,13.60681682,13.56191549,8.964890605,18.25646075,8.450645646,27.24954097,11.29480695,17.45470399,31.46534617,33.40151687,31.67662754,32.84390263,32.26849759,31.13161998,33.81360817,32.70848317,32.57238589,31.33964659,75.48224672,68.54851728,72.05812427,67.83348605,67.15008269,67.72295031,55.37133455,51.86576138,49.83730085,52.39318854,86.47497386,84.15019283,88.29222912,86.28467258,87.15136873,89.09807616,83.18709485,84.52207991,86.36464401,89.24357589
354,42,252,2016,32.58378506,21.19913101,31.09705882,65.67727046,73.51677355,21.19913101,23.91465405,25.08026514,24.62170841,25.31110462,25.37416794,24.94033877,25.84983801,25.37908688,25.53488949,31.09705882,11.21897469,7.024227273,13.60681682,13.56191549,8.964890605,18.25646075,8.450645646,27.24954097,11.29480695,32.58378506,31.46534617,33.40151687,31.67662754,32.84390263,32.26849759,31.13161998,33.81360817,32.70848317,32.57238589,65.67727046,75.48224672,68.54851728,72.05812427,67.83348605,67.15008269,67.72295031,55.37133455,51.86576138,49.83730085,73.51677355,86.47497386,84.15019283,88.29222912,86.28467258,87.15136873,89.09807616,83.18709485,84.52207991,86.36464401
355,43,83,2016,31.64873348,20.23636239,14.31492537,59.28123313,72.30118922,20.23636239,21.19913101,23.91465405,25.08026514,24.62170841,25.31110462,25.37416794,24.94033877,25.84983801,25.37908688,14.31492537,31.09705882,11.21897469,7.024227273,13.60681682,13.56191549,8.964890605,18.25646075,8.450645646,27.24954097,31.64873348,32.58378506,31.46534617,33.40151687,31.67662754,32.84390263,32.26849759,31.13161998,33.81360817,32.70848317,59.28123313,65.67727046,75.48224672,68.54851728,72.05812427,67.83348605,67.15008269,67.72295031,55.37133455,51.86576138,72.30118922,73.51677355,86.47497386,84.15019283,88.29222912,86.28467258,87.15136873,89.09807616,83.18709485,84.52207991
356,44,526,2016,31.49718694,20.74449196,2.534191176,64.27164975,73.5020572,20.74449196,20.23636239,21.19913101,23.91465405,25.08026514,24.62170841,25.31110462,25.37416794,24.94033877,25.84983801,2.534191176,14.31492537,31.09705882,11.21897469,7.024227273,13.60681682,13.56191549,8.964890605,18.25646075,8.450645646,31.49718694,31.64873348,32.58378506,31.46534617,33.40151687,31.67662754,32.84390263,32.26849759,31.13161998,33.81360817,64.27164975,59.28123313,65.67727046,75.48224672,68.54851728,72.05812427,67.83348605,67.15008269,67.72295031,55.37133455,73.5020572,72.30118922,73.51677355,86.47497386,84.15019283,88.29222912,86.28467258,87.15136873,89.09807616,83.18709485
357,45,0,2016,29.33605303,17.84527236,9.002127659,62.18893506,71.31637534,17.84527236,20.74449196,20.23636239,21.19913101,23.91465405,25.08026514,24.62170841,25.31110462,25.37416794,24.94033877,9.002127659,2.534191176,14.31492537,31.09705882,11.21897469,7.024227273,13.60681682,13.56191549,8.964890605,18.25646075,29.33605303,31.49718694,31.64873348,32.58378506,31.46534617,33.40151687,31.67662754,32.84390263,32.26849759,31.13161998,62.18893506,64.27164975,59.28123313,65.67727046,75.48224672,68.54851728,72.05812427,67.83348605,67.15008269,67.72295031,71.31637534,73.5020572,72.30118922,73.51677355,86.47497386,84.15019283,88.29222912,86.28467258,87.15136873,89.09807616
358,46,0,2016,29.86927837,16.90017669,0,58.88681523,66.35762491,16.90017669,17.84527236,20.74449196,20.23636239,21.19913101,23.91465405,25.08026514,24.62170841,25.31110462,25.37416794,0,9.002127659,2.534191176,14.31492537,31.09705882,11.21897469,7.024227273,13.60681682,13.56191549,8.964890605,29.86927837,29.33605303,31.49718694,31.64873348,32.58378506,31.46534617,33.40151687,31.67662754,32.84390263,32.26849759,58.88681523,62.18893506,64.27164975,59.28123313,65.67727046,75.48224672,68.54851728,72.05812427,67.83348605,67.15008269,66.35762491,71.31637534,73.5020572,72.30118922,73.51677355,86.47497386,84.15019283,88.29222912,86.28467258,87.15136873
359,47,0,2016,28.40746684,14.21344622,0,56.49621984,69.22378875,14.21344622,16.90017669,17.84527236,20.74449196,20.23636239,21.19913101,23.91465405,25.08026514,24.62170841,25.31110462,0,0,9.002127659,2.534191176,14.31492537,31.09705882,11.21897469,7.024227273,13.60681682,13.56191549,28.40746684,29.86927837,29.33605303,31.49718694,31.64873348,32.58378506,31.46534617,33.40151687,31.67662754,32.84390263,56.49621984,58.88681523,62.18893506,64.27164975,59.28123313,65.67727046,75.48224672,68.54851728,72.05812427,67.83348605,69.22378875,66.35762491,71.31637534,73.5020572,72.30118922,73.51677355,86.47497386,84.15019283,88.29222912,86.28467258
360,48,0,2016,28.36966133,15.53503682,0,57.10274161,73.63000614,15.53503682,14.21344622,16.90017669,17.84527236,20.74449196,20.23636239,21.19913101,23.91465405,25.08026514,24.62170841,0,0,0,9.002127659,2.534191176,14.31492537,31.09705882,11.21897469,7.024227273,13.60681682,28.36966133,28.40746684,29.86927837,29.33605303,31.49718694,31.64873348,32.58378506,31.46534617,33.40151687,31.67662754,57.10274161,56.49621984,58.88681523,62.18893506,64.27164975,59.28123313,65.67727046,75.48224672,68.54851728,72.05812427,73.63000614,69.22378875,66.35762491,71.31637534,73.5020572,72.30118922,73.51677355,86.47497386,84.15019283,88.29222912
361,49,0,2016,27.43530188,15.14846836,0.6,55.95676267,72.3058671,15.14846836,15.53503682,14.21344622,16.90017669,17.84527236,20.74449196,20.23636239,21.19913101,23.91465405,25.08026514,0.6,0,0,0,9.002127659,2.534191176,14.31492537,31.09705882,11.21897469,7.024227273,27.43530188,28.36966133,28.40746684,29.86927837,29.33605303,31.49718694,31.64873348,32.58378506,31.46534617,33.40151687,55.95676267,57.10274161,56.49621984,58.88681523,62.18893506,64.27164975,59.28123313,65.67727046,75.48224672,68.54851728,72.3058671,73.63000614,69.22378875,66.35762491,71.31637534,73.5020572,72.30118922,73.51677355,86.47497386,84.15019283
362,50,457,2016,25.19980847,12.03025035,0,53.01517022,74.40093019,12.03025035,15.14846836,15.53503682,14.21344622,16.90017669,17.84527236,20.74449196,20.23636239,21.19913101,23.91465405,0,0.6,0,0,0,9.002127659,2.534191176,14.31492537,31.09705882,11.21897469,25.19980847,27.43530188,28.36966133,28.40746684,29.86927837,29.33605303,31.49718694,31.64873348,32.58378506,31.46534617,53.01517022,55.95676267,57.10274161,56.49621984,58.88681523,62.18893506,64.27164975,59.28123313,65.67727046,75.48224672,74.40093019,72.3058671,73.63000614,69.22378875,66.35762491,71.31637534,73.5020572,72.30118922,73.51677355,86.47497386
363,51,0,2016,25.34982334,11.78094255,0,52.46959176,70.81578901,11.78094255,12.03025035,15.14846836,15.53503682,14.21344622,16.90017669,17.84527236,20.74449196,20.23636239,21.19913101,0,0,0.6,0,0,0,9.002127659,2.534191176,14.31492537,31.09705882,25.34982334,25.19980847,27.43530188,28.36966133,28.40746684,29.86927837,29.33605303,31.49718694,31.64873348,32.58378506,52.46959176,53.01517022,55.95676267,57.10274161,56.49621984,58.88681523,62.18893506,64.27164975,59.28123313,65.67727046,70.81578901,74.40093019,72.3058671,73.63000614,69.22378875,66.35762491,71.31637534,73.5020572,72.30118922,73.51677355
364,52,0,2016,25.52864507,13.15795288,0.1,53.85635704,76.50297255,13.15795288,11.78094255,12.03025035,15.14846836,15.53503682,14.21344622,16.90017669,17.84527236,20.74449196,20.23636239,0.1,0,0,0.6,0,0,0,9.002127659,2.534191176,14.31492537,25.52864507,25.34982334,25.19980847,27.43530188,28.36966133,28.40746684,29.86927837,29.33605303,31.49718694,31.64873348,53.85635704,52.46959176,53.01517022,55.95676267,57.10274161,56.49621984,58.88681523,62.18893506,64.27164975,59.28123313,76.50297255,70.81578901,74.40093019,72.3058671,73.63000614,69.22378875,66.35762491,71.31637534,73.5020572,72.30118922
365,1,0,2017,24.79611179,12.2300442,4.563492063,53.08144891,73.15782969,12.2300442,13.15795288,11.78094255,12.03025035,15.14846836,15.53503682,14.21344622,16.90017669,17.84527236,20.74449196,4.563492063,0.1,0,0,0.6,0,0,0,9.002127659,2.534191176,24.79611179,25.52864507,25.34982334,25.19980847,27.43530188,28.36966133,28.40746684,29.86927837,29.33605303,31.49718694,53.08144891,53.85635704,52.46959176,53.01517022,55.95676267,57.10274161,56.49621984,58.88681523,62.18893506,64.27164975,73.15782969,76.50297255,70.81578901,74.40093019,72.3058671,73.63000614,69.22378875,66.35762491,71.31637534,73.5020572
366,2,0,2017,23.33405,11.11458023,1.978378378,52.34469032,66.39244071,11.11458023,12.2300442,13.15795288,11.78094255,12.03025035,15.14846836,15.53503682,14.21344622,16.90017669,17.84527236,1.978378378,4.563492063,0.1,0,0,0.6,0,0,0,9.002127659,23.33405,24.79611179,25.52864507,25.34982334,25.19980847,27.43530188,28.36966133,28.40746684,29.86927837,29.33605303,52.34469032,53.08144891,53.85635704,52.46959176,53.01517022,55.95676267,57.10274161,56.49621984,58.88681523,62.18893506,66.39244071,73.15782969,76.50297255,70.81578901,74.40093019,72.3058671,73.63000614,69.22378875,66.35762491,71.31637534
367,3,0,2017,25.30469817,10.10396175,0,44.57279873,64.0501149,10.10396175,11.11458023,12.2300442,13.15795288,11.78094255,12.03025035,15.14846836,15.53503682,14.21344622,16.90017669,0,1.978378378,4.563492063,0.1,0,0,0.6,0,0,0,25.30469817,23.33405,24.79611179,25.52864507,25.34982334,25.19980847,27.43530188,28.36966133,28.40746684,29.86927837,44.57279873,52.34469032,53.08144891,53.85635704,52.46959176,53.01517022,55.95676267,57.10274161,56.49621984,58.88681523,64.0501149,66.39244071,73.15782969,76.50297255,70.81578901,74.40093019,72.3058671,73.63000614,69.22378875,66.35762491
368,4,0,2017,27.01556706,12.63991158,1.733333333,42.89862064,65.38851471,12.63991158,10.10396175,11.11458023,12.2300442,13.15795288,11.78094255,12.03025035,15.14846836,15.53503682,14.21344622,1.733333333,0,1.978378378,4.563492063,0.1,0,0,0.6,0,0,27.01556706,25.30469817,23.33405,24.79611179,25.52864507,25.34982334,25.19980847,27.43530188,28.36966133,28.40746684,42.89862064,44.57279873,52.34469032,53.08144891,53.85635704,52.46959176,53.01517022,55.95676267,57.10274161,56.49621984,65.38851471,64.0501149,66.39244071,73.15782969,76.50297255,70.81578901,74.40093019,72.3058671,73.63000614,69.22378875
